d1 d2 d3
2.96000004 3.83999991 4.15999985
3.24000001 4.32000017 5.76000023
3.11999989 4.63999987 4.32000017
2.72000003 4.07999992 4.63999987
3.35999990 4.40000010 4.63999987
3.24000001 4.63999987 5.28000021
3.03999996 4.07999992 5.76000023
3.16000009 4.55999994 6.07999992
3.24000001 4.32000017 5.59999990
3.16000009 3.92000008 4.63999987
2.92000008 4.63999987 3.83999991
3.16000009 4.88000011 6.07999992
3.31999993 4.88000011 4.96000004
2.96000004 4.55999994 3.68000007
3.31999993 4.23999977 4.48000002
3.00000000 4.88000011 4.32000017
3.27999997 4.15999985 5.11999989
3.11999989 3.92000008 5.59999990
3.03999996 4.07999992 5.44000006
2.96000004 4.96000004 4.48000002
3.11999989 4.15999985 4.63999987
3.07999992 3.83999991 3.83999991
3.07999992 3.68000007 5.76000023
3.16000009 3.59999990 6.55999994
3.16000009 4.63999987 6.07999992
3.31999993 4.48000002 5.44000006
2.96000004 3.68000007 5.28000021
2.72000003 4.40000010 4.15999985
3.07999992 4.55999994 4.48000002
3.11999989 4.00000000 4.96000004
3.00000000 4.63999987 4.15999985
3.31999993 4.23999977 4.63999987
3.16000009 4.15999985 4.32000017
2.79999995 3.59999990 5.76000023
2.75999999 4.63999987 5.44000006
3.03999996 4.48000002 4.48000002
2.92000008 3.35999990 4.63999987
3.31999993 4.55999994 4.48000002
2.96000004 4.00000000 4.48000002
3.03999996 4.00000000 3.51999998
3.11999989 3.83999991 6.71999979
2.88000011 4.15999985 4.48000002
3.31999993 3.68000007 3.35999990
3.27999997 4.48000002 4.00000000
3.16000009 4.88000011 3.83999991
2.83999991 4.32000017 5.11999989
2.68000007 4.07999992 4.15999985
3.35999990 3.51999998 6.07999992
2.96000004 4.40000010 4.63999987
3.00000000 3.83999991 4.80000019
3.07999992 4.96000004 6.23999977
3.24000001 4.40000010 4.96000004
3.16000009 4.40000010 4.96000004
3.31999993 4.40000010 4.96000004
3.20000005 4.71999979 5.44000006
2.83999991 4.15999985 5.28000021
3.31999993 3.68000007 5.92000008
3.35999990 3.92000008 5.28000021
3.11999989 4.07999992 3.03999996
3.00000000 4.00000000 5.92000008
2.92000008 3.92000008 4.96000004
3.11999989 4.15999985 5.44000006
3.24000001 3.92000008 4.63999987
2.88000011 5.11999989 6.55999994
3.11999989 4.00000000 4.48000002
3.07999992 5.11999989 4.32000017
3.00000000 4.23999977 5.28000021
3.20000005 4.63999987 4.63999987
3.35999990 4.63999987 4.15999985
3.27999997 4.71999979 5.28000021
3.07999992 4.23999977 5.44000006
3.40000010 4.55999994 5.59999990
3.03999996 3.44000006 5.28000021
3.40000010 3.35999990 4.32000017
2.96000004 4.00000000 3.68000007
3.27999997 4.00000000 4.15999985
3.16000009 3.51999998 4.63999987
3.31999993 4.23999977 5.92000008
3.16000009 4.00000000 4.15999985
3.24000001 4.48000002 4.00000000
3.16000009 4.23999977 4.48000002
3.20000005 4.48000002 4.63999987
3.24000001 3.68000007 5.28000021
3.11999989 4.15999985 4.63999987
3.07999992 3.75999999 4.15999985
3.20000005 4.55999994 4.63999987
3.31999993 4.32000017 4.80000019
3.03999996 4.15999985 5.76000023
3.11999989 4.48000002 5.44000006
3.27999997 4.23999977 4.15999985
3.27999997 4.80000019 3.83999991
3.27999997 4.00000000 4.63999987
3.44000006 4.55999994 6.07999992
3.24000001 4.23999977 5.11999989
3.40000010 3.92000008 3.68000007
3.07999992 4.00000000 5.92000008
3.00000000 4.63999987 5.11999989
3.20000005 4.23999977 5.11999989
3.55999994 3.83999991 4.32000017
3.16000009 4.63999987 4.00000000
3.11999989 4.96000004 4.48000002
2.96000004 3.59999990 5.92000008
3.31999993 3.35999990 5.76000023
3.03999996 3.44000006 4.63999987
3.20000005 3.83999991 4.32000017
3.20000005 3.75999999 5.44000006
3.20000005 4.48000002 4.32000017
3.20000005 4.00000000 5.92000008
3.24000001 4.55999994 4.96000004
3.27999997 3.83999991 4.80000019
3.07999992 3.11999989 4.96000004
3.11999989 3.92000008 5.44000006
3.31999993 4.96000004 6.71999979
3.35999990 4.15999985 3.83999991
3.24000001 4.32000017 4.32000017
3.11999989 4.32000017 5.76000023
3.40000010 3.92000008 5.44000006
3.16000009 4.32000017 4.63999987
3.07999992 4.23999977 6.23999977
3.16000009 4.32000017 5.76000023
2.92000008 3.83999991 4.96000004
3.44000006 4.55999994 4.15999985
3.40000010 4.23999977 4.32000017
3.00000000 4.00000000 5.76000023
3.03999996 4.07999992 3.83999991
3.11999989 4.23999977 4.48000002
3.20000005 5.11999989 4.80000019
3.35999990 4.88000011 5.59999990
2.75999999 4.32000017 4.48000002
3.27999997 4.32000017 3.83999991
3.20000005 4.63999987 4.80000019
3.00000000 4.32000017 4.80000019
3.20000005 4.48000002 6.07999992
3.20000005 4.23999977 4.32000017
3.07999992 4.63999987 5.28000021
3.24000001 3.75999999 5.76000023
3.03999996 4.23999977 4.63999987
3.31999993 4.55999994 4.80000019
3.24000001 4.32000017 6.07999992
3.11999989 4.40000010 5.44000006
3.11999989 4.32000017 4.32000017
2.83999991 3.59999990 4.63999987
3.20000005 4.88000011 6.40000010
3.00000000 4.23999977 4.00000000
3.16000009 4.40000010 3.68000007
3.07999992 4.40000010 4.48000002
3.44000006 4.00000000 4.15999985
3.24000001 4.63999987 4.48000002
3.03999996 3.59999990 5.76000023
2.96000004 4.55999994 5.44000006
2.88000011 4.55999994 4.80000019
3.00000000 3.83999991 6.07999992
3.11999989 3.92000008 6.23999977
3.24000001 3.75999999 5.59999990
2.88000011 4.48000002 4.32000017
3.00000000 4.23999977 3.83999991
3.07999992 4.40000010 5.76000023
3.20000005 4.40000010 4.63999987
3.16000009 4.32000017 4.15999985
2.68000007 4.15999985 4.48000002
3.24000001 4.48000002 4.15999985
3.00000000 3.68000007 4.80000019
3.20000005 4.55999994 4.48000002
3.11999989 5.11999989 4.80000019
3.03999996 3.83999991 4.63999987
3.07999992 3.51999998 4.15999985
3.35999990 4.15999985 5.28000021
3.07999992 4.23999977 4.96000004
3.44000006 4.48000002 5.11999989
3.16000009 3.92000008 5.92000008
3.20000005 4.15999985 4.63999987
2.96000004 4.15999985 5.28000021
3.24000001 4.23999977 5.44000006
3.07999992 4.07999992 5.44000006
3.27999997 4.07999992 4.80000019
3.31999993 3.68000007 4.15999985
3.27999997 4.88000011 4.48000002
3.40000010 4.55999994 5.59999990
3.11999989 3.92000008 5.11999989
3.07999992 4.80000019 3.83999991
3.35999990 4.63999987 3.35999990
3.20000005 3.75999999 6.07999992
3.03999996 4.32000017 3.20000005
3.31999993 3.92000008 3.83999991
3.11999989 4.23999977 3.03999996
2.92000008 4.40000010 5.76000023
3.20000005 3.68000007 3.68000007
2.88000011 3.59999990 4.48000002
2.96000004 4.55999994 3.83999991
3.11999989 4.23999977 6.71999979
3.16000009 4.23999977 3.83999991
3.20000005 3.75999999 5.28000021
3.20000005 3.59999990 4.96000004
2.83999991 4.23999977 6.23999977
3.27999997 4.00000000 4.80000019
3.16000009 3.83999991 4.80000019
2.88000011 4.15999985 4.00000000
3.11999989 4.48000002 5.11999989
2.96000004 4.80000019 4.96000004
3.03999996 4.15999985 5.92000008
3.11999989 4.07999992 6.40000010
3.16000009 4.88000011 5.92000008
3.03999996 3.68000007 5.59999990
3.20000005 4.15999985 5.28000021
3.07999992 4.63999987 5.76000023
3.27999997 3.68000007 7.36000013
2.96000004 4.23999977 5.28000021
3.51999998 4.15999985 5.11999989
3.03999996 4.07999992 3.83999991
2.96000004 3.75999999 4.96000004
2.92000008 4.88000011 4.96000004
3.27999997 3.83999991 5.76000023
2.92000008 3.75999999 4.96000004
2.96000004 4.96000004 5.76000023
2.96000004 4.48000002 5.11999989
3.11999989 3.59999990 4.96000004
3.00000000 4.23999977 4.96000004
3.11999989 3.75999999 4.63999987
3.07999992 4.48000002 3.51999998
2.88000011 4.71999979 4.96000004
3.40000010 4.32000017 5.44000006
3.03999996 4.63999987 5.59999990
3.31999993 4.40000010 5.28000021
3.31999993 3.20000005 4.80000019
3.40000010 4.15999985 5.11999989
3.11999989 3.59999990 3.51999998
3.20000005 4.40000010 5.28000021
3.00000000 3.68000007 4.96000004
3.07999992 4.15999985 4.80000019
3.11999989 4.40000010 6.55999994
3.20000005 4.32000017 4.96000004
2.88000011 4.15999985 6.23999977
2.92000008 4.40000010 4.32000017
2.88000011 4.32000017 6.55999994
3.16000009 4.15999985 4.80000019
3.20000005 4.71999979 5.44000006
2.96000004 4.32000017 5.44000006
3.07999992 4.63999987 5.92000008
3.35999990 4.00000000 4.63999987
3.31999993 4.71999979 4.15999985
3.44000006 4.32000017 4.15999985
3.16000009 3.68000007 6.07999992
3.24000001 3.83999991 5.59999990
3.16000009 4.00000000 5.76000023
3.11999989 4.00000000 5.28000021
2.92000008 4.88000011 5.44000006
3.16000009 5.36000013 5.44000006
3.20000005 4.40000010 4.96000004
3.31999993 5.03999996 5.28000021
3.07999992 4.32000017 4.48000002
3.11999989 3.59999990 5.44000006
3.27999997 4.40000010 5.44000006
3.27999997 4.40000010 3.68000007
3.31999993 4.55999994 6.07999992
3.35999990 4.00000000 6.40000010
3.16000009 2.64000010 5.44000006
3.16000009 3.68000007 4.80000019
2.83999991 3.75999999 4.96000004
2.72000003 4.40000010 6.40000010
3.00000000 4.15999985 4.80000019
3.35999990 4.00000000 4.96000004
3.24000001 4.07999992 5.76000023
3.03999996 4.48000002 5.28000021
3.24000001 4.32000017 5.28000021
3.11999989 4.07999992 4.00000000
2.92000008 4.15999985 4.00000000
3.31999993 4.55999994 5.44000006
2.96000004 4.55999994 4.15999985
3.20000005 3.68000007 4.32000017
2.83999991 4.55999994 5.76000023
3.27999997 5.36000013 4.32000017
3.07999992 3.92000008 6.23999977
3.16000009 4.23999977 5.44000006
3.16000009 4.32000017 5.44000006
3.11999989 3.92000008 4.63999987
3.07999992 4.80000019 5.28000021
3.07999992 4.00000000 4.63999987
2.83999991 3.03999996 3.51999998
3.24000001 4.80000019 4.63999987
3.24000001 4.15999985 4.15999985
3.07999992 4.32000017 4.80000019
3.20000005 4.48000002 5.92000008
3.16000009 4.63999987 3.35999990
3.35999990 4.63999987 4.15999985
3.07999992 4.55999994 5.28000021
3.16000009 4.00000000 5.11999989
2.96000004 4.40000010 4.00000000
2.92000008 5.03999996 4.15999985
3.16000009 3.83999991 4.48000002
3.24000001 4.48000002 5.28000021
3.51999998 4.55999994 6.23999977
3.07999992 4.32000017 4.63999987
3.11999989 4.32000017 4.32000017
3.31999993 4.32000017 5.11999989
3.44000006 4.15999985 5.92000008
3.20000005 4.15999985 4.80000019
3.07999992 4.40000010 4.63999987
3.03999996 4.15999985 5.28000021
3.11999989 4.15999985 4.80000019
3.11999989 4.15999985 4.80000019
2.96000004 4.40000010 3.83999991
2.88000011 4.63999987 3.83999991
3.20000005 4.15999985 4.80000019
2.96000004 4.15999985 5.28000021
3.00000000 4.40000010 5.92000008
3.35999990 4.40000010 5.76000023
2.92000008 4.32000017 6.07999992
3.20000005 4.63999987 5.28000021
3.24000001 4.00000000 5.76000023
3.27999997 3.92000008 4.80000019
3.16000009 3.83999991 5.92000008
3.35999990 4.40000010 3.83999991
3.27999997 4.32000017 4.63999987
3.11999989 4.32000017 4.80000019
3.07999992 3.51999998 4.48000002
3.44000006 3.92000008 4.63999987
3.16000009 4.07999992 5.28000021
2.88000011 3.27999997 6.71999979
3.27999997 4.32000017 5.11999989
3.00000000 4.48000002 4.48000002
3.07999992 4.55999994 4.63999987
3.03999996 3.51999998 4.32000017
3.11999989 4.07999992 5.76000023
3.03999996 4.40000010 5.59999990
3.20000005 4.48000002 5.28000021
3.16000009 4.15999985 4.80000019
3.24000001 4.40000010 4.96000004
3.27999997 4.15999985 4.48000002
3.24000001 4.23999977 5.11999989
3.24000001 3.68000007 4.15999985
3.27999997 4.48000002 5.11999989
3.24000001 4.80000019 3.83999991
2.88000011 4.88000011 4.96000004
3.40000010 3.83999991 4.80000019
2.96000004 4.88000011 4.96000004
3.00000000 4.40000010 4.63999987
3.03999996 3.68000007 5.11999989
3.16000009 4.80000019 5.92000008
2.96000004 4.55999994 4.48000002
2.96000004 4.63999987 5.59999990
3.20000005 3.83999991 4.32000017
3.03999996 3.75999999 5.92000008
2.72000003 4.00000000 6.23999977
3.03999996 4.40000010 6.23999977
3.20000005 4.07999992 4.15999985
3.00000000 4.63999987 4.80000019
2.92000008 3.92000008 4.63999987
3.20000005 3.51999998 4.96000004
3.16000009 3.83999991 5.92000008
3.00000000 4.23999977 4.96000004
3.20000005 3.75999999 5.11999989
3.20000005 3.83999991 4.48000002
3.44000006 4.40000010 6.23999977
2.64000010 4.40000010 5.59999990
3.00000000 3.83999991 4.80000019
2.96000004 4.32000017 4.48000002
3.16000009 4.32000017 6.07999992
3.16000009 4.15999985 3.83999991
2.88000011 4.00000000 4.63999987
3.31999993 4.71999979 4.63999987
3.07999992 4.63999987 4.32000017
3.07999992 4.55999994 5.11999989
3.11999989 3.83999991 5.92000008
2.96000004 4.48000002 5.44000006
3.31999993 5.67999983 4.96000004
3.27999997 4.40000010 5.11999989
3.59999990 3.44000006 5.44000006
3.24000001 4.32000017 3.68000007
3.00000000 4.63999987 4.32000017
3.07999992 3.83999991 5.28000021
3.27999997 3.83999991 4.80000019
3.16000009 4.23999977 4.15999985
3.16000009 4.32000017 5.28000021
2.88000011 4.63999987 4.15999985
3.35999990 4.40000010 4.96000004
2.64000010 4.71999979 4.96000004
3.16000009 4.23999977 5.28000021
3.00000000 4.07999992 4.15999985
3.40000010 4.23999977 4.80000019
3.11999989 4.40000010 4.96000004
3.35999990 4.23999977 6.55999994
3.20000005 4.23999977 4.15999985
3.07999992 4.00000000 3.35999990
3.27999997 4.40000010 5.44000006
2.96000004 3.75999999 4.48000002
3.20000005 4.48000002 4.63999987
3.27999997 3.35999990 4.32000017
3.20000005 3.83999991 4.80000019
2.96000004 4.07999992 4.96000004
3.16000009 4.32000017 4.32000017
3.03999996 4.48000002 4.63999987
2.92000008 4.23999977 4.48000002
2.96000004 4.23999977 3.83999991
3.24000001 4.00000000 5.59999990
3.16000009 3.68000007 5.28000021
2.79999995 4.80000019 4.32000017
2.96000004 4.07999992 5.11999989
2.88000011 4.32000017 4.80000019
3.11999989 4.15999985 4.15999985
3.07999992 4.32000017 5.59999990
2.96000004 4.63999987 4.80000019
3.16000009 4.40000010 4.80000019
3.20000005 4.00000000 3.83999991
3.07999992 3.83999991 4.48000002
2.88000011 3.59999990 5.28000021
2.96000004 4.48000002 4.80000019
3.00000000 4.40000010 5.28000021
3.24000001 4.32000017 5.28000021
2.88000011 3.83999991 4.80000019
3.00000000 4.71999979 5.44000006
3.31999993 4.07999992 3.83999991
3.03999996 4.32000017 4.32000017
2.96000004 4.48000002 5.59999990
3.27999997 3.92000008 3.51999998
2.96000004 4.88000011 5.28000021
3.40000010 3.68000007 5.11999989
3.11999989 5.11999989 4.15999985
3.03999996 4.00000000 3.83999991
3.16000009 3.83999991 5.76000023
3.24000001 4.15999985 4.15999985
3.24000001 4.63999987 4.80000019
3.20000005 3.75999999 3.51999998
3.11999989 4.07999992 5.76000023
3.03999996 3.92000008 5.44000006
3.00000000 3.83999991 5.59999990
3.27999997 4.23999977 4.96000004
3.44000006 4.23999977 4.80000019
2.96000004 4.63999987 5.59999990
3.44000006 4.32000017 5.11999989
3.27999997 3.59999990 3.20000005
3.07999992 4.15999985 4.63999987
3.24000001 4.00000000 5.44000006
3.35999990 4.23999977 4.63999987
3.24000001 3.83999991 4.80000019
2.83999991 3.92000008 5.92000008
3.31999993 3.68000007 4.15999985
3.03999996 3.51999998 4.63999987
3.16000009 4.07999992 6.71999979
3.16000009 3.92000008 5.44000006
3.16000009 4.00000000 4.48000002
3.31999993 4.40000010 5.44000006
3.31999993 3.75999999 4.00000000
3.40000010 3.75999999 4.63999987
3.24000001 4.71999979 5.92000008
2.96000004 3.75999999 4.80000019
3.24000001 4.23999977 4.80000019
3.20000005 3.75999999 4.48000002
3.16000009 4.55999994 4.96000004
3.40000010 4.96000004 4.80000019
3.27999997 3.92000008 4.32000017
3.07999992 4.07999992 4.80000019
3.00000000 3.75999999 4.32000017
3.27999997 4.71999979 4.80000019
3.03999996 4.40000010 4.96000004
2.92000008 3.68000007 5.11999989
3.11999989 4.32000017 4.32000017
3.16000009 4.80000019 5.11999989
3.27999997 4.23999977 5.28000021
2.72000003 3.11999989 6.23999977
3.20000005 4.00000000 4.15999985
3.11999989 5.11999989 4.80000019
3.27999997 4.15999985 4.32000017
3.24000001 3.68000007 4.32000017
3.07999992 4.15999985 4.48000002
3.24000001 3.83999991 5.76000023
2.83999991 3.68000007 4.80000019
3.24000001 4.55999994 4.32000017
2.88000011 4.15999985 4.48000002
3.40000010 3.92000008 5.28000021
3.24000001 4.15999985 4.32000017
3.35999990 4.32000017 5.11999989
2.79999995 4.07999992 4.96000004
3.24000001 4.00000000 3.83999991
3.03999996 4.40000010 5.11999989
3.00000000 3.92000008 4.48000002
3.20000005 4.48000002 6.07999992
3.48000002 3.44000006 4.32000017
3.11999989 4.23999977 5.59999990
2.96000004 4.15999985 6.07999992
3.20000005 3.51999998 5.92000008
3.16000009 4.40000010 4.96000004
2.96000004 4.32000017 5.76000023
3.11999989 3.59999990 6.71999979
2.83999991 4.23999977 6.07999992
3.11999989 4.07999992 3.35999990
3.00000000 4.32000017 4.63999987
2.96000004 4.00000000 6.71999979
3.11999989 4.15999985 4.96000004
2.96000004 4.88000011 6.71999979
3.24000001 4.71999979 5.59999990
3.24000001 4.15999985 4.48000002
3.35999990 4.80000019 6.23999977
3.40000010 4.00000000 4.32000017
3.07999992 4.23999977 3.83999991
3.03999996 4.23999977 4.63999987
3.20000005 4.32000017 4.63999987
3.07999992 4.40000010 5.28000021
3.20000005 3.75999999 5.28000021
3.35999990 4.32000017 4.96000004
3.31999993 4.07999992 4.00000000
3.20000005 3.51999998 5.11999989
3.00000000 4.23999977 5.76000023
2.79999995 4.48000002 4.00000000
3.03999996 4.07999992 4.15999985
3.31999993 3.51999998 3.35999990
3.31999993 4.48000002 6.40000010
3.35999990 4.15999985 4.63999987
3.24000001 3.68000007 5.59999990
3.20000005 4.80000019 5.44000006
3.07999992 3.83999991 5.44000006
3.03999996 4.32000017 4.96000004
3.16000009 4.71999979 5.76000023
3.24000001 4.23999977 5.11999989
3.00000000 4.07999992 4.00000000
3.03999996 4.63999987 6.71999979
3.20000005 4.32000017 6.07999992
3.11999989 4.40000010 4.48000002
3.35999990 4.80000019 4.63999987
3.35999990 4.96000004 4.15999985
2.96000004 4.15999985 4.48000002
2.83999991 4.32000017 4.32000017
3.20000005 3.75999999 5.59999990
2.92000008 4.48000002 5.44000006
2.88000011 4.32000017 5.11999989
2.92000008 4.63999987 5.11999989
3.20000005 3.75999999 5.92000008
3.11999989 4.23999977 4.80000019
3.20000005 4.32000017 5.28000021
3.00000000 4.00000000 4.80000019
3.03999996 4.15999985 4.63999987
3.31999993 3.92000008 5.28000021
3.11999989 5.03999996 6.07999992
2.92000008 4.55999994 5.92000008
3.24000001 4.55999994 4.63999987
3.27999997 3.92000008 5.59999990
3.40000010 3.59999990 4.15999985
