d1 d2 d3
3.15199995 4.17920017 4.93120003
3.16240001 4.21280003 4.88640022
3.12960005 4.15920019 4.89120007
3.14039993 4.13360023 4.77600002
3.12599993 4.15439987 4.93440008
3.13120008 4.10559988 5.02400017
3.15000010 4.13119984 4.96799994
3.16120005 4.20800018 5.01760006
3.13639998 4.21040010 4.88159990
3.14199996 4.23120022 4.92799997
3.14759994 4.16480017 5.03200006
3.14479995 4.17600012 4.94880009
3.12599993 4.12319994 4.69759989
3.14639997 4.16239977 4.85440016
3.15280008 4.20800018 4.85120010
3.16759992 4.09600019 4.86240005
3.12439990 4.14960003 4.85920000
3.13599992 4.25680017 4.90080023
3.13560009 4.20879984 4.94560003
3.17160010 4.18879986 5.07040024
3.14479995 4.11439991 4.93279982
3.11279988 4.26319981 4.91200018
3.14000010 4.20480013 4.99200010
3.13360000 4.26160002 4.93919992
3.14080000 4.21920013 4.92640018
3.16479993 4.25519991 4.78560019
3.16720009 4.24639988 4.86079979
3.13680005 4.20559978 4.87519979
3.12439990 4.18079996 4.75199986
3.14000010 4.14720011 4.78079987
3.12360001 4.20559978 4.86719990
3.15599990 4.24639988 4.87200022
3.12400007 4.21439981 4.87200022
3.12879992 4.21680021 4.94560003
3.13680005 4.14319992 5.08160019
3.13000011 4.25120020 4.99039984
3.14479995 4.19920015 4.88320017
3.15079999 4.14559984 4.94239998
3.15479994 4.19519997 4.76800013
3.14560008 4.19519997 4.85599995
3.11719990 4.15199995 4.95839977
3.14439988 4.13840008 4.88959980
3.16400003 4.18639994 4.73600006
3.12759995 4.13040018 4.86399984
3.11439991 4.08559990 4.94719982
3.15440011 4.21999979 4.88320017
3.13960004 4.12239981 4.97440004
3.12319994 4.19600010 4.86399984
3.16799998 4.21199989 4.87680006
3.13879991 4.21360016 4.99359989
3.12439990 4.19920015 5.04479980
3.16280007 4.13759995 5.01119995
3.13080001 4.16319990 4.78399992
3.15319991 4.19600010 4.89279985
3.14080000 4.17360020 4.85760021
3.16560006 4.12319994 4.93919992
3.13319993 4.18720007 4.91680002
3.13599992 4.21680021 4.90719986
3.14919996 4.18400002 5.00320005
3.15000010 4.23120022 4.94560003
3.13280010 4.20400000 4.88959980
3.13479996 4.18480015 5.02080011
3.12960005 4.16400003 4.96479988
3.13759995 4.19920015 4.92640018
3.15359998 4.26719999 5.01760006
3.15199995 4.15920019 4.88640022
3.15159988 4.26480007 4.86719990
3.13439989 4.28160000 4.99840021
3.15479994 4.18959999 4.86880016
3.12599993 4.22319984 4.92799997
3.15159988 4.09280014 4.98080015
3.12960005 4.16639996 4.88000011
3.15840006 4.16559982 4.89440012
3.12319994 4.22959995 4.81599998
3.13879991 4.17040014 4.99039984
3.11680007 4.20720005 4.89599991
3.13599992 4.27040005 4.96000004
3.13360000 4.17679977 5.04960012
3.13560009 4.19680023 4.91520023
3.12960005 4.24560022 4.96479988
3.16240001 4.24079990 4.96159983
3.13479996 4.08960009 4.93919992
3.16840005 4.15600014 4.97919989
3.13319993 4.22480011 4.88159990
3.11159992 4.15439987 4.95359993
3.12240005 4.19119978 4.94560003
3.16680002 4.17920017 4.86560011
3.14960003 4.16960001 4.93760014
3.15599990 4.26879978 4.98400021
3.15280008 4.15759993 4.99840021
3.12280011 4.19360018 4.84959984
3.12599993 4.16639996 4.90240002
3.15240002 4.12960005 4.92000008
3.11319995 4.21680021 5.07840014
3.13879991 4.17360020 4.88800001
3.11360002 4.18160009 4.96799994
3.12639999 4.16960001 4.91520023
3.12240005 4.17600012 5.03200006
3.15199995 4.09280014 4.83039999
3.13080001 4.21280003 4.99520016
3.17079997 4.17920017 4.99039984
3.14199996 4.23360014 4.93919992
3.15039992 4.15040016 4.85120010
3.12520003 4.17519999 4.91680002
3.14919996 4.23759985 4.91839981
3.16199994 4.14080000 4.87519979
3.16400003 4.18480015 4.91520023
3.16039991 4.22319984 4.99520016
3.13560009 4.18400002 4.93919992
3.13439989 4.21360016 4.85440016
3.14240003 4.11520004 4.95039988
3.12039995 4.15360022 4.94560003
3.13360000 4.19759989 4.90719986
3.13720012 4.12239981 4.88479996
3.14199996 4.17999983 4.89599991
3.13520002 4.19439983 4.84000015
3.14520001 4.26800013 4.97919989
3.16759992 4.17360020 4.97440004
3.14680004 4.14160013 4.96320009
3.15319991 4.20879984 4.84159994
3.13800001 4.20400000 4.89440012
3.13800001 4.19600010 4.88800001
3.13599992 4.22559977 5.00960016
3.15560007 4.15520000 4.95839977
3.14639997 4.15280008 5.07999992
3.15599990 4.23280001 5.01280022
3.14800000 4.18800020 4.89760017
3.15400004 4.17840004 4.93599987
3.15120006 4.12480021 4.96159983
3.17479992 4.20720005 4.84159994
3.14000010 4.15759993 5.02720022
3.13479996 4.15520000 4.97599983
3.14960003 4.16480017 4.97760010
3.13680005 4.21759987 5.05760002
3.13520002 4.23839998 4.85920000
3.16000009 4.20240021 5.03679991
3.15639997 4.13840008 4.90719986
3.15799999 4.22079992 4.94880009
3.16840005 4.15999985 5.07679987
3.14520001 4.23519993 4.89279985
3.13680005 4.19040012 4.89760017
3.12719989 4.18160009 4.91359997
3.13000011 4.17280006 5.00960016
3.15960002 4.12319994 5.05439997
3.13639998 4.22079992 4.93120003
3.15680003 4.17679977 4.92640018
3.14599991 4.22160006 4.85599995
3.13000011 4.21360016 4.94560003
3.14560008 4.07040024 5.00960016
3.16120005 4.22480011 4.98239994
3.11719990 4.20079994 4.96320009
3.13280010 4.16800022 4.93120003
3.13560009 4.20959997 4.92959976
3.14680004 4.19840002 5.00159979
3.12280011 4.19840002 4.86399984
3.13759995 4.23999977 4.91680002
3.12919998 4.12799978 4.97760010
3.16079998 4.24079990 4.82399988
3.13919997 4.19280005 5.09280014
3.15720010 4.18800020 4.93279982
3.12639999 4.16879988 4.88000011
3.11999989 4.18959999 4.76800013
3.11999989 4.15119982 5.00320005
3.15479994 4.26480007 4.99039984
3.13800001 4.14400005 5.03359985
3.17799997 4.20480013 4.90560007
3.17359996 4.13360023 5.03200006
3.13159990 4.09520006 4.83519983
3.12599993 4.17840004 5.03840017
3.16079998 4.09919977 4.92799997
3.13560009 4.17759991 4.84639978
3.15039992 4.15439987 4.98400021
3.13879991 4.18639994 4.98559999
3.13960004 4.16079998 5.03840017
3.13840008 4.19280005 4.77120018
3.14479995 4.21600008 4.91520023
3.13919997 4.13600016 4.84159994
3.19239998 4.16480017 4.96479988
3.14800000 4.12720013 4.84639978
3.13680005 4.15280008 4.85599995
3.14720011 4.19680023 4.85279989
3.14759994 4.23120022 4.85440016
3.14199996 4.23920012 4.84959984
3.13520002 4.12879992 4.89279985
3.13000011 4.19840002 5.00000000
3.11640000 4.24399996 4.89919996
3.15359998 4.22240019 4.85440016
3.14759994 4.19840002 4.89919996
3.14359999 4.11359978 4.93120003
3.11599994 4.15679979 4.90240002
3.11999989 4.15360022 4.98719978
3.12439990 4.18959999 4.96640015
3.15240002 4.21120024 4.89599991
3.15039992 4.18559980 4.87839985
3.13280010 4.15679979 4.86079979
3.15240002 4.16319990 4.95679998
3.13000011 4.18639994 4.93760014
3.10599995 4.15759993 4.95679998
3.15400004 4.21920013 4.89440012
3.12719989 4.25040007 4.99359989
3.12479997 4.13920021 4.99039984
3.14840007 4.23040009 5.02400017
3.15720010 4.13999987 4.98559999
3.14800000 4.18160009 4.90399981
3.14720011 4.23680019 4.92320013
3.13639998 4.13360023 5.02880001
3.15799999 4.21680021 4.96479988
3.14319992 4.15280008 4.86880016
3.16039991 4.14319992 4.84159994
3.12960005 4.20400000 5.01440001
3.14000010 4.16239977 4.99679995
3.12599993 4.16800022 4.93279982
3.14720011 4.26399994 4.79360008
3.12960005 4.22399998 4.97919989
3.16560006 4.19040012 4.81920004
3.14520001 4.21280003 4.85920000
3.16039991 4.22879982 4.96479988
3.13560009 4.19439983 4.91039991
3.16199994 4.15759993 4.94080019
3.13879991 4.22319984 4.93760014
3.13400006 4.24240017 4.97760010
3.13360000 4.15840006 4.96000004
3.14560008 4.19360018 4.86880016
3.15120006 4.15759993 4.92799997
3.17160010 4.16960001 4.87519979
3.11360002 4.25680017 4.87360001
3.13120008 4.22079992 4.91839981
3.13639998 4.18160009 5.04640007
3.16400003 4.20319986 4.84800005
3.13919997 4.19040012 4.84159994
3.14479995 4.19680023 4.94080019
3.14680004 4.22480011 5.00320005
3.16000009 4.20079994 4.94880009
3.15479994 4.15600014 4.89440012
3.13800001 4.17759991 4.92640018
3.15240002 4.18720007 4.88800001
3.16160011 4.20160007 4.97279978
3.10960007 4.19280005 5.02239990
3.13000011 4.19519997 4.86240005
3.15720010 4.13920021 4.92320013
3.14680004 4.20079994 4.95520020
3.13000011 4.19840002 4.90880013
3.16240001 4.15280008 5.06879997
3.14039993 4.15040016 4.90719986
3.16919994 4.15439987 4.94080019
3.14720011 4.18800020 4.84480000
3.14120007 4.16639996 4.96159983
3.15960002 4.16400003 4.86880016
3.15039992 4.14960003 4.86399984
3.14960003 4.24639988 4.91359997
3.15039992 4.23439980 5.06559992
3.13759995 4.16079998 4.91359997
3.14359999 4.18160009 5.05600023
3.13199997 4.28079987 4.79839993
3.15079999 4.16800022 4.79839993
3.14879990 4.17920017 4.87519979
3.12560010 4.21199989 4.92000008
3.15120006 4.19199991 4.87519979
3.15440011 4.22240019 4.88959980
3.11400008 4.25120020 4.95359993
3.13439989 4.14799976 4.99520016
3.12800002 4.18879986 5.06400013
3.14280009 4.22079992 4.92799997
3.15400004 4.17840004 4.87039995
3.13599992 4.18400002 4.96479988
3.14520001 4.24720001 4.94719982
3.15799999 4.19600010 4.89440012
3.16160011 4.22559977 5.01440001
3.15319991 4.19119978 4.98400021
3.15280008 4.16319990 4.90560007
3.16599989 4.22160006 4.84000015
3.15919995 4.20720005 5.05600023
3.16599989 4.19439983 4.99520016
3.11960006 4.22079992 4.89279985
3.14960003 4.20879984 4.96159983
3.15960002 4.14879990 4.89279985
3.13599992 4.17679977 4.89440012
3.14400005 4.16400003 4.91680002
3.12400007 4.15840006 4.99359989
3.14240003 4.22319984 4.85760021
3.16799998 4.22559977 4.89599991
3.15799999 4.17999983 4.96640015
3.13400006 4.21199989 4.99840021
3.14319992 4.14319992 4.90399981
3.11039996 4.15920019 4.94560003
3.15199995 4.16239977 4.96960020
3.13400006 4.21280003 4.92159986
3.16319990 4.20639992 5.05919981
3.16319990 4.18160009 4.94880009
3.17000008 4.19280005 4.96799994
3.13159990 4.15840006 4.83839989
3.14680004 4.18800020 4.98080015
3.12080002 4.20240021 4.92959976
3.12639999 4.19280005 4.84800005
3.17039990 4.23999977 4.81759977
3.15639997 4.21360016 5.11040020
3.15120006 4.20800018 4.89440012
3.15359998 4.24399996 4.84000015
3.14240003 4.22959995 4.88000011
3.11999989 4.14559984 5.07359982
3.12199998 4.21999979 4.95359993
3.13879991 4.23920012 4.91680002
3.16880012 4.16879988 4.97440004
3.13720012 4.15520000 5.01599979
3.15039992 4.13759995 5.08960009
3.12759995 4.26240015 4.91520023
3.16039991 4.10799980 4.96159983
3.11919999 4.17199993 5.01119995
3.17039990 4.19999981 4.90240002
3.14199996 4.15920019 4.92000008
3.15440011 4.18160009 4.86719990
3.13879991 4.13520002 4.87200022
3.15159988 4.22319984 5.05600023
3.15199995 4.17040014 5.00960016
3.15079999 4.21600008 4.85599995
3.17359996 4.10319996 4.84959984
3.12879992 4.27279997 4.84159994
3.14199996 4.26240015 5.03039980
3.14400005 4.15280008 4.96640015
3.16440010 4.14799976 5.00640011
3.17160010 4.24879980 4.87039995
3.16440010 4.17360020 5.00799990
3.14680004 4.20559978 5.04799986
3.13800001 4.18240023 4.85599995
3.14159989 4.20319986 4.99679995
3.15159988 4.21999979 5.02559996
3.09719992 4.19920015 4.96159983
3.16280007 4.18879986 4.98719978
3.13199997 4.15999985 4.88800001
3.13360000 4.11359978 4.99520016
3.14400005 4.20959997 4.97760010
3.14800000 4.25680017 5.04320002
3.15359998 4.25680017 4.84639978
3.16440010 4.17600012 4.90719986
3.13039994 4.26800013 4.88479996
3.13680005 4.22160006 4.92000008
3.13479996 4.19680023 4.96960020
3.09159994 4.22879982 4.93279982
3.15000010 4.23199987 5.00479984
3.12840009 4.24319983 4.90399981
3.16599989 4.20079994 4.97440004
3.15720010 4.20400000 5.00320005
3.13720012 4.23600006 4.96960020
3.13240004 4.17439985 4.98880005
3.14560008 4.20079994 4.95839977
3.15199995 4.18079996 4.93120003
3.14479995 4.20639992 4.91839981
3.11039996 4.19680023 4.81120014
3.15879989 4.11759996 5.05760002
3.12319994 4.22160006 4.85279989
3.11840010 4.24240017 4.91520023
3.13960004 4.18959999 4.90080023
3.14400005 4.13679981 4.95039988
3.14159989 4.22959995 4.96479988
3.14919996 4.23199987 4.93599987
3.12039995 4.19040012 5.02720022
3.15079999 4.20319986 4.85279989
3.14080000 4.29199982 4.90240002
3.16000009 4.24399996 4.96159983
3.16960001 4.14400005 4.94080019
3.11879992 4.14720011 4.93760014
3.14240003 4.21040010 4.89599991
3.14840007 4.19999981 5.03200006
3.17199993 4.19439983 4.94719982
3.15120006 4.22800016 4.78719997
3.13120008 4.21040010 4.84639978
3.16680002 4.13119984 4.96799994
3.14560008 4.14239979 4.86399984
3.14759994 4.09359980 4.90399981
3.14960003 4.26079988 4.97440004
3.16120005 4.17519999 5.00320005
3.13479996 4.13999987 5.08479977
3.14439988 4.23839998 5.02720022
3.15240002 4.23680019 4.90399981
3.15159988 4.15439987 4.95200014
3.13639998 4.19600010 4.89279985
3.15879989 4.17999983 4.87519979
3.13960004 4.24720001 4.83839989
3.15840006 4.27199984 5.01119995
3.13520002 4.19999981 4.88000011
3.15000010 4.19439983 4.91520023
3.15919995 4.11439991 4.91839981
3.11120009 4.11840010 4.96960020
3.15199995 4.25439978 4.84320021
3.14400005 4.18559980 4.94880009
3.12280011 4.22079992 4.88479996
3.13120008 4.21920013 4.83680010
3.12639999 4.20879984 4.92479992
3.13080001 4.15679979 4.92959976
3.14400005 4.21999979 5.03200006
3.15280008 4.19920015 4.88320017
3.15039992 4.22559977 4.98880005
3.10599995 4.17600012 4.82240009
3.15560007 4.21600008 4.94719982
3.13800001 4.27199984 4.90719986
3.12400007 4.16720009 4.83519983
3.12680006 4.17519999 5.08799982
3.10479999 4.17439985 4.88640022
3.12800002 4.17439985 4.84480000
3.18600011 4.16800022 4.95839977
3.15560007 4.21680021 4.95839977
3.15599990 4.20079994 4.85760021
3.11999989 4.23439980 4.92000008
3.16560006 4.24639988 4.82399988
3.15079999 4.23680019 4.98719978
3.13879991 4.17040014 4.88959980
3.13879991 4.19999981 4.90880013
3.11800003 4.19439983 5.00960016
3.10840011 4.13439989 5.09919977
3.11680007 4.23600006 4.77759981
3.13599992 4.19519997 5.00159979
3.13039994 4.22879982 4.85120010
3.14199996 4.12559986 4.98559999
3.14599991 4.21199989 4.96640015
3.16479993 4.14319992 5.00000000
3.13919997 4.20879984 4.84480000
3.15680003 4.18079996 4.88800001
3.11999989 4.15199995 4.97599983
3.15759993 4.16160011 4.99520016
3.15560007 4.22480011 4.87519979
3.16160011 4.19119978 4.96799994
3.14560008 4.16800022 4.88959980
3.15680003 4.14239979 4.91680002
3.12280011 4.14480019 5.05600023
3.13520002 4.19920015 4.94399977
3.14479995 4.18400002 4.84800005
3.15919995 4.18559980 4.87839985
3.14439988 4.18959999 4.95679998
3.10999990 4.21439981 4.74240017
3.15960002 4.19680023 4.79199982
3.14280009 4.16079998 4.95839977
3.14280009 4.16160011 4.86560011
3.16520000 4.13280010 5.02559996
3.12560010 4.23280001 5.07520008
3.13319993 4.21040010 4.93919992
3.11479998 4.23439980 4.88800001
3.16120005 4.08239985 4.95839977
3.14639997 4.18879986 4.91039991
3.14879990 4.16879988 4.99200010
3.15240002 4.20160007 4.93120003
3.13520002 4.14639997 4.93120003
3.16400003 4.23199987 4.95359993
3.16479993 4.15439987 4.90719986
3.13879991 4.17600012 4.92320013
3.14199996 4.14319992 4.82079983
3.14800000 4.15520000 4.77279997
3.17079997 4.16079998 4.94239998
3.13520002 4.19519997 5.01919985
3.14319992 4.25600004 4.91839981
3.12120008 4.23360014 4.88640022
3.14560008 4.18720007 4.92640018
3.12919998 4.24240017 4.93279982
3.13319993 4.14480019 4.97119999
3.12960005 4.18480015 5.03999996
3.14479995 4.17600012 4.84000015
3.16000009 4.26639986 4.78079987
3.13479996 4.15040016 4.88640022
3.18160009 4.23519993 4.87200022
3.14120007 4.18959999 4.97279978
3.11719990 4.26000023 4.89120007
3.15199995 4.15920019 4.95839977
3.13840008 4.19759989 4.90880013
3.15840006 4.13199997 4.89919996
3.15199995 4.16480017 4.85599995
3.12639999 4.19600010 4.89760017
3.11439991 4.19519997 4.97279978
3.14120007 4.10160017 5.00799990
3.15759993 4.12480021 5.06239986
3.13400006 4.13600016 5.03200006
3.12759995 4.14559984 4.84959984
3.10759997 4.21999979 4.95359993
3.13960004 4.17759991 5.03200006
3.14039993 4.15920019 4.89120007
3.14560008 4.14400005 4.94560003
3.16759992 4.21120024 4.97119999
3.12800002 4.08559990 4.93919992
3.12159991 4.24160004 4.94719982
3.12319994 4.15920019 4.96159983
3.14199996 4.21600008 4.80959988
3.16479993 4.14080000 4.89440012
3.14759994 4.14720011 4.91359997
3.15240002 4.14960003 4.96320009
3.14720011 4.18319988 4.88320017
3.12199998 4.24079990 4.86719990
3.15639997 4.18240023 4.86399984
3.12680006 4.22240019 4.97919989
3.13280010 4.22079992 4.90240002
3.13759995 4.19680023 4.80480003
3.11680007 4.19040012 5.06239986
3.11439991 4.19920015 4.90560007
3.15039992 4.19999981 4.87519979
3.14080000 4.18720007 4.77920008
3.12840009 4.17119980 4.94239998
3.14120007 4.20160007 4.88959980
3.15479994 4.13280010 4.94399977
3.14400005 4.17519999 4.98239994
3.14960003 4.22160006 4.94399977
3.12719989 4.19840002 4.99039984
3.15799999 4.17999983 4.90880013
3.13240004 4.12879992 4.95200014
3.11120009 4.20240021 4.89599991
3.13199997 4.22879982 5.02239990
3.11759996 4.15999985 4.87519979
3.16560006 4.14960003 4.84159994
3.15840006 4.16319990 5.01760006
3.15879989 4.19519997 4.90880013
3.14439988 4.17280006 4.85920000
3.14120007 4.16160011 5.08160019
3.15639997 4.18319988 4.91359997
3.15919995 4.17040014 4.87360001
3.14720011 4.16639996 5.08799982
3.12879992 4.14400005 5.02880001
3.15720010 4.15999985 4.84959984
3.14039993 4.19920015 4.92479992
3.10999990 4.16480017 4.92000008
3.15079999 4.17119980 4.96640015
3.15120006 4.19759989 4.77759981
3.13759995 4.24480009 4.97279978
3.13479996 4.14799976 4.91680002
3.15479994 4.12720013 4.91200018
3.16280007 4.21120024 4.98719978
3.13840008 4.21040010 4.92799997
3.10920000 4.18959999 4.90880013
3.11039996 4.16720009 4.95520020
3.15599990 4.17759991 4.93120003
3.13000011 4.19600010 4.87360001
3.14000010 4.18559980 4.92959976
3.12759995 4.26319981 4.92799997
3.13759995 4.18879986 4.89919996
3.16440010 4.19999981 4.97119999
3.15440011 4.17119980 4.90240002
3.16720009 4.14080000 4.84959984
3.14359999 4.11920023 4.96000004
3.12400007 4.12239981 4.84639978
3.11960006 4.21680021 4.89440012
3.12240005 4.18400002 5.02720022
3.15359998 4.14879990 4.86240005
3.15400004 4.19759989 4.92799997
3.15440011 4.20959997 4.89440012
3.16199994 4.21280003 4.92320013
3.16440010 4.09200001 4.95039988
3.12120008 4.17600012 4.91520023
3.12919998 4.21199989 4.85279989
3.12759995 4.22160006 5.19680023
3.14960003 4.21120024 4.93120003
3.15280008 4.20400000 4.94239998
3.12840009 4.21920013 4.82560015
3.17479992 4.14559984 4.96640015
3.14560008 4.15920019 4.89599991
3.15599990 4.26319981 4.79360008
