d1 d2 d3
3.14290595 4.18860006 4.93700790
3.14125729 4.18937063 4.93407822
3.14145565 4.18684149 4.93661928
3.14224434 4.18881845 4.93640804
3.14189720 4.18824720 4.93536472
3.14133430 4.18949461 4.93605423
3.14234400 4.18899345 4.93663502
3.14218950 4.19045210 4.93108797
3.14180231 4.18933821 4.93540001
3.14146471 4.18911123 4.93792152
3.14219403 4.18800020 4.93828154
3.14146113 4.18839264 4.93567848
3.14108515 4.18713617 4.93514395
3.14133716 4.19179916 4.93413258
3.14098358 4.19020796 4.93144464
3.14163232 4.18913221 4.93368626
3.14128566 4.18945360 4.93411541
3.14136887 4.18807840 4.93846416
3.14143872 4.18875504 4.93314219
3.14158010 4.18890238 4.93526697
3.14171076 4.18777847 4.93430090
3.14086795 4.18788576 4.93558884
3.14138651 4.18658733 4.93932629
3.14074683 4.18830156 4.93384314
3.14137363 4.19056463 4.93423700
3.14144564 4.18845177 4.93247509
3.14189672 4.19237995 4.93655062
3.14205289 4.19041204 4.93804646
3.14200091 4.18969536 4.93240309
3.14144874 4.18916798 4.93562889
3.14197803 4.19083023 4.94069576
3.14158487 4.19111919 4.93384171
3.14172244 4.19019938 4.93418741
3.14226913 4.18795776 4.93395853
3.14146161 4.19019699 4.93506384
3.14244509 4.18844461 4.93751049
3.14223766 4.18726969 4.93411541
3.14040565 4.18855906 4.93446255
3.14174366 4.18878937 4.93345594
3.14205194 4.18988323 4.93652153
3.14158201 4.19065666 4.93815851
3.14126563 4.18664408 4.93616152
3.14222765 4.18522072 4.93680000
3.14172006 4.18782902 4.93313599
3.14092588 4.18889046 4.93392324
3.14156008 4.18718958 4.93612957
3.14163089 4.18988085 4.93431854
3.14219594 4.18805838 4.93560791
3.14253473 4.18735266 4.93055344
3.14182472 4.18831444 4.93787336
3.14266515 4.18883753 4.93975496
3.14142728 4.19000816 4.93257618
3.14134550 4.18925905 4.93110418
3.14199233 4.18738699 4.93723679
3.14197111 4.18811417 4.93612623
3.14123917 4.18904495 4.93483019
3.14188433 4.18944883 4.93247032
3.14168358 4.19146490 4.93316936
3.14157724 4.18965197 4.93544483
3.14201927 4.18872738 4.93641424
3.14097309 4.18777657 4.93530083
3.14087605 4.18878222 4.93739033
3.14137769 4.18657589 4.93671846
3.14136028 4.18914890 4.93759537
3.14174438 4.18877935 4.93398094
3.14122367 4.19122553 4.93132305
3.14131641 4.19033861 4.93531370
3.14171886 4.18650866 4.93588495
3.14187121 4.18768787 4.93761444
3.14131069 4.19128656 4.93910074
3.14165807 4.18749666 4.93415022
3.14172363 4.18824244 4.93739843
3.14101362 4.18908024 4.93772984
3.14189839 4.19099140 4.93455839
3.14111233 4.18864489 4.93681097
3.14205241 4.18967676 4.93813276
3.14230800 4.18734741 4.93055677
3.14150476 4.19056559 4.93537426
3.14204240 4.19205523 4.93710423
3.14160633 4.18963909 4.93476963
3.14129114 4.18942547 4.93587685
3.14196730 4.19100714 4.93269300
3.14110565 4.19108009 4.93623829
3.14106202 4.19048882 4.93421125
3.14092445 4.18851614 4.93776464
3.14144230 4.18919420 4.93909121
3.14283752 4.19010782 4.93353939
3.14179397 4.19030142 4.93385267
3.14123678 4.18737268 4.93554258
3.14163113 4.19045591 4.93362379
3.14136291 4.19072580 4.93642092
3.14240408 4.18812561 4.93751669
3.14111972 4.18888712 4.93350887
3.14135170 4.19057846 4.93664312
3.14221954 4.18819666 4.93902874
3.14145851 4.18741703 4.93937302
3.14135480 4.19006062 4.93617296
3.14181685 4.18879938 4.93524504
3.14182210 4.19011354 4.93011999
3.14216995 4.18859196 4.93474388
3.14124990 4.18814564 4.93714237
3.14154959 4.19138813 4.93403053
3.14202642 4.19107342 4.93226719
3.14201331 4.18758583 4.93189430
3.14105487 4.18833113 4.93344641
3.14161921 4.19133043 4.93752003
3.14181828 4.18994570 4.93271685
3.14136171 4.19020176 4.93264627
3.14210010 4.18686152 4.93514729
3.14131331 4.18645048 4.93756819
3.14140129 4.19092226 4.93706226
3.14112997 4.18671751 4.93240976
3.14062190 4.18621302 4.93260145
3.14127040 4.18864298 4.92940807
3.14091849 4.18726492 4.93536663
3.14140129 4.18884706 4.93750095
3.14109230 4.18930817 4.93429756
3.14147282 4.19012499 4.93139505
3.14083362 4.18900251 4.93649435
3.14168000 4.18894720 4.93314743
3.14201450 4.18750811 4.93558073
3.14164877 4.18980312 4.93634081
3.14139152 4.18620634 4.93536139
3.14203310 4.18925619 4.93739223
3.14191318 4.18708324 4.93693256
3.14216566 4.18785858 4.93887520
3.14174771 4.18944073 4.93560648
3.14173770 4.18907595 4.93288660
3.14157033 4.18660021 4.93505621
3.14037037 4.18801212 4.93560314
3.14150119 4.18935442 4.93325424
3.14171195 4.18956661 4.93846226
3.14286971 4.18895674 4.93559027
3.14150286 4.18809271 4.93454742
3.14094687 4.18697357 4.93492937
3.14115429 4.18936396 4.93661261
3.14162850 4.18761683 4.93233299
3.14135599 4.18699932 4.93213606
3.14175391 4.18762875 4.93692493
3.14163280 4.18912172 4.93735981
3.14070392 4.18801212 4.93503189
3.14131880 4.18802500 4.93560171
3.14138484 4.19084644 4.93398714
3.14119244 4.18894625 4.93713427
3.14119291 4.18695831 4.93711042
3.14108276 4.18841839 4.93057108
3.14134765 4.18956947 4.92996168
3.14143491 4.18981218 4.93673134
3.14142799 4.18798018 4.93456984
3.14150476 4.18781042 4.93579674
3.14188480 4.18835211 4.93432808
3.14128447 4.18644381 4.93428659
3.14211273 4.18956423 4.93137121
3.14214730 4.18825340 4.93302059
3.14159751 4.19047451 4.93447542
3.14148879 4.18754578 4.93968964
3.14116168 4.18644476 4.93505096
3.14224434 4.18873215 4.93464661
3.14106202 4.18835115 4.93859529
3.14174318 4.19107771 4.93594742
3.14165759 4.18887281 4.93439054
3.14078355 4.19007826 4.93558550
3.14179921 4.18916082 4.93994904
3.14179277 4.18791914 4.94027376
3.14193797 4.18840551 4.93344784
3.14258051 4.18910789 4.93317747
3.14149475 4.18714619 4.93312788
3.14104152 4.18933296 4.93353939
3.14152360 4.18835497 4.93445444
3.14137316 4.18757200 4.93647528
3.14123034 4.18946552 4.93515539
3.14205074 4.18799257 4.93368959
3.14091039 4.18927097 4.93704796
3.14124608 4.18789291 4.93379354
3.14215803 4.18746328 4.93419027
3.14215231 4.18827105 4.93765450
3.14049721 4.19097185 4.93582726
3.14136553 4.18766260 4.93641281
3.14227271 4.19080496 4.93521929
3.14241171 4.18900490 4.93586254
3.14166689 4.18794250 4.93410730
3.14238405 4.18718147 4.93738079
3.14079523 4.18880224 4.93352795
3.14079523 4.18864632 4.93590736
3.14102411 4.18798399 4.93069601
3.14237809 4.18718338 4.93627357
3.14175391 4.18798971 4.93679667
3.14167595 4.18887043 4.93426895
3.14237404 4.18967056 4.93520641
3.14224553 4.18730068 4.93603659
3.14238358 4.18844223 4.93205595
3.14219332 4.18689823 4.93226719
3.14278483 4.19007683 4.93125772
3.14165473 4.18960333 4.93430901
3.14076400 4.18873739 4.93206882
3.14115953 4.18560171 4.93309116
3.14076805 4.18795061 4.93320179
3.14191508 4.18659353 4.93436813
3.14175320 4.18803692 4.93504000
3.14088130 4.18984938 4.93451691
3.14160991 4.18910170 4.93487978
3.14251757 4.18784332 4.93554878
3.14161611 4.18772793 4.93136501
3.14168882 4.18804884 4.93430567
3.14113927 4.18876410 4.93466568
3.14081407 4.18788481 4.93463039
3.14167690 4.19106483 4.93755198
3.14221239 4.18845177 4.93325901
3.14207149 4.19039583 4.93615675
3.14146233 4.18992805 4.93322563
3.14161348 4.18854141 4.93539858
3.14196920 4.18938875 4.93432331
3.14149523 4.18948221 4.93539858
3.14141512 4.18885183 4.93674564
3.14173603 4.18735361 4.93415499
3.14177966 4.18788481 4.93419838
3.14135885 4.18923140 4.93920660
3.14143872 4.18970156 4.93609428
3.14075565 4.18807459 4.92990065
3.14222360 4.18771124 4.93749142
3.14199877 4.18874884 4.93371677
3.14266038 4.18947458 4.93274260
3.14182878 4.18722725 4.93972301
3.14101887 4.18913698 4.93444777
3.14080000 4.18921185 4.93258572
3.14142251 4.18860579 4.93552160
3.14165640 4.19049835 4.93646097
3.14114809 4.18766260 4.93066549
3.14140558 4.19103765 4.93158865
3.14131522 4.18683195 4.93380976
3.14159727 4.18865347 4.93562222
3.14187431 4.18637037 4.93783045
3.14110994 4.18854094 4.93373775
3.14097643 4.18960142 4.93187523
3.14169717 4.18723106 4.93307686
3.14123392 4.18931675 4.93614101
3.14146399 4.18820953 4.93358231
3.14105558 4.18849373 4.93381119
3.14149237 4.18793821 4.93309736
3.14258718 4.18693018 4.93409920
3.14211869 4.18876410 4.93608618
3.14073920 4.19057989 4.93621922
3.14185834 4.19044304 4.93847513
3.14070630 4.18676949 4.93734074
3.14167881 4.18908644 4.93296480
3.14167356 4.19027758 4.93603373
3.14122796 4.18890572 4.93330574
3.14165449 4.18920326 4.93505096
3.14128399 4.18941927 4.93223667
3.14128971 4.18757105 4.93550730
3.14118791 4.18937540 4.94005919
3.14133811 4.18769741 4.93535662
3.14074636 4.18885612 4.93596649
3.14165640 4.18769932 4.93757105
3.14206553 4.19077682 4.93686867
3.14064050 4.18645048 4.93329620
3.14175010 4.18832397 4.93316174
3.14190149 4.18779516 4.93123198
3.14173245 4.18910074 4.93611670
3.14145994 4.18917751 4.93282890
3.14213204 4.18796873 4.93417597
3.14146709 4.18875504 4.93472338
3.14190412 4.18898821 4.93214560
3.14069080 4.19156742 4.93234253
3.14234352 4.18964624 4.93954706
3.14181471 4.18770170 4.93284178
3.14211202 4.18987942 4.93781424
3.14127922 4.18923855 4.93633270
3.14189363 4.18743610 4.92919207
3.14207435 4.19043589 4.93461132
3.14128280 4.18943214 4.93622065
3.14200830 4.18741941 4.93859196
3.14109278 4.18832636 4.93699026
3.14166832 4.18766069 4.93550539
3.14049006 4.18878698 4.93092299
3.14131927 4.18895292 4.93507862
3.14174366 4.18913746 4.93439674
3.14160490 4.18911982 4.93591499
3.14159203 4.18979692 4.93530703
3.14147711 4.18741846 4.93475819
3.14201689 4.18809128 4.93659687
3.14206719 4.18942642 4.93444967
3.14209485 4.18858624 4.93720961
3.14122438 4.18799019 4.93406391
3.14190435 4.18855858 4.93133783
3.14120889 4.18768311 4.93795204
3.14182591 4.18804789 4.93938875
3.14146805 4.18856335 4.93513107
3.14166880 4.18926811 4.93332624
3.14164710 4.18765354 4.93192339
3.14173245 4.18817616 4.93775177
3.14146519 4.18831205 4.93336010
3.14093637 4.18812180 4.93265295
3.14156890 4.18849516 4.93522882
3.14106035 4.18934059 4.93313265
3.14092588 4.18808937 4.92766571
3.14129996 4.18956327 4.93222713
3.14137769 4.18809128 4.93274879
3.14168310 4.18889284 4.93436337
3.14253998 4.18901300 4.93724632
3.14194989 4.18751049 4.93743372
3.14167047 4.19000578 4.93269444
3.14152002 4.18858624 4.93591690
3.14124322 4.18781519 4.93407059
3.14101195 4.18790865 4.93516493
3.14169121 4.18749285 4.93424940
3.14143682 4.18647909 4.93550253
3.14197087 4.18722820 4.93060780
3.13995767 4.18956232 4.93744183
3.14152718 4.19021988 4.93822861
3.14088917 4.18901587 4.93787527
3.14161348 4.18746567 4.93266058
3.14047122 4.18799925 4.93370390
3.14095092 4.18887854 4.93813276
3.14172721 4.18924093 4.93327045
3.14155316 4.18814707 4.93435192
3.14108562 4.18988800 4.93182087
3.14102077 4.18761444 4.93515539
3.14155412 4.19065619 4.93684626
3.14199591 4.18857908 4.93206882
3.14154315 4.18715429 4.93064022
3.14124370 4.18902731 4.93179178
3.14167571 4.18861580 4.93169737
3.14099240 4.18778706 4.93500471
3.14127922 4.18844414 4.93189096
3.14196873 4.18987131 4.93614388
3.14221597 4.18610573 4.92986250
3.14125562 4.18641901 4.93995523
3.14288950 4.19113064 4.93607521
3.14201593 4.18775034 4.93084145
3.14166832 4.18838978 4.93453264
3.14124632 4.18939209 4.93487024
3.14070392 4.18571901 4.93289137
3.14250636 4.19199848 4.93486738
3.14150167 4.18783379 4.93575382
3.14142275 4.19021845 4.93817282
3.14102197 4.18864489 4.93170738
3.14169884 4.18903208 4.93813753
3.14119649 4.18912077 4.93467855
3.14147639 4.18808556 4.93098068
3.14169192 4.18767929 4.93210220
3.14259648 4.18786478 4.93103838
3.14151645 4.18771458 4.93493271
3.14130092 4.19000483 4.93436003
3.14230990 4.18598795 4.93271208
3.14059997 4.18951273 4.93711662
3.14228559 4.18790388 4.93779039
3.14125562 4.18718100 4.93140173
3.14250445 4.18827057 4.93503666
3.14065242 4.18955755 4.93345928
3.14081478 4.18957424 4.93540144
3.14122009 4.18733931 4.93404150
3.14113402 4.18854809 4.93500137
3.14120245 4.18981457 4.93613577
3.14289331 4.18829346 4.93441582
3.14215279 4.18764782 4.93665934
3.14129519 4.18677616 4.93141127
3.14128232 4.18897581 4.93370581
3.14126682 4.18789339 4.93541288
3.14164996 4.18921852 4.93383837
3.14220572 4.18907118 4.93514872
3.14065051 4.19032717 4.93715668
3.14182878 4.18860865 4.93613434
3.14118600 4.18857765 4.93416166
3.14284873 4.18788147 4.93357277
3.14122629 4.18956327 4.93368626
3.14197969 4.18883848 4.93322086
3.14117408 4.18851519 4.93651819
3.14160275 4.18936300 4.93657112
3.14146519 4.18683052 4.93752813
3.14135790 4.18926859 4.93409109
3.14175510 4.18845034 4.93816662
3.14178562 4.18877363 4.93474245
3.14167070 4.18765688 4.93300343
3.14129567 4.18984079 4.93321943
3.14128852 4.18984699 4.93095207
3.14127350 4.18847847 4.93428469
3.14166713 4.18991423 4.93531513
3.14143801 4.18897295 4.93536663
3.14180732 4.18648386 4.93417597
3.14092398 4.18892145 4.93444633
3.14100480 4.18834066 4.93643856
3.14023328 4.18725824 4.93341112
3.14201999 4.18758488 4.93023825
3.14178157 4.18857527 4.93232012
3.14147043 4.18779278 4.93477774
3.14195919 4.18747044 4.93899536
3.14177608 4.18871498 4.93208981
3.14070749 4.18827677 4.93906546
3.14134431 4.18657589 4.93950891
3.14104962 4.18993902 4.93678379
3.14182329 4.18746805 4.93498087
3.14151835 4.18865347 4.93300343
3.14220929 4.18774652 4.93419981
3.14157677 4.19282103 4.93372631
3.14177680 4.18733597 4.93292475
3.14169073 4.18745279 4.93672800
3.14095712 4.19014883 4.93592310
3.14184189 4.18793440 4.93587828
3.14199090 4.18976402 4.93441582
3.14148641 4.18792868 4.93590879
3.14107108 4.18901587 4.93345451
3.14156485 4.18996143 4.93226099
3.14202762 4.18562412 4.93408823
3.14238644 4.18866491 4.93431664
3.14260030 4.18960714 4.93269587
3.14201951 4.18852949 4.93480778
3.14176869 4.18900871 4.93300486
3.14196348 4.18707418 4.93582726
3.14231086 4.18813276 4.93430901
3.14103723 4.18962717 4.93420792
3.14186478 4.18858004 4.93779850
3.14222121 4.18902540 4.93304634
3.14160800 4.18884563 4.93635511
3.14108396 4.18975019 4.93322897
3.14175010 4.19085836 4.93387699
3.14118171 4.18814659 4.93892479
3.14207006 4.18935919 4.93733454
3.14221549 4.18901110 4.93721104
3.14171028 4.19042540 4.93620777
3.14168835 4.19016218 4.93718719
3.14263511 4.18650389 4.93331671
3.14070916 4.18818331 4.93571854
3.14164114 4.18926573 4.93216181
3.14088869 4.18809032 4.93158865
3.14206052 4.19004488 4.93405914
3.14146113 4.18645668 4.93914890
3.14160085 4.18835354 4.93204784
3.14207435 4.19076633 4.93553448
3.14134645 4.18868780 4.93650579
3.14107633 4.18866158 4.93426704
3.14168715 4.18809605 4.93043184
3.14176679 4.18808317 4.93538380
3.14105439 4.19038630 4.93627691
3.14044452 4.19165516 4.93598080
3.14114165 4.18977690 4.93586254
3.14125991 4.19101143 4.93590403
3.14125848 4.19019032 4.93854237
3.14168072 4.18919897 4.93021917
3.14151049 4.18749666 4.93380642
3.14128089 4.18909597 4.93505764
3.14111805 4.18887901 4.93483019
3.14225030 4.18939590 4.93315983
3.14122009 4.18883657 4.93619347
3.14136481 4.18768644 4.93403053
3.14216924 4.18803358 4.93660641
3.14253473 4.18869781 4.93659210
3.14148831 4.18804407 4.93845749
3.14174390 4.18857384 4.93566704
3.14230442 4.18796492 4.93205929
3.14095092 4.18884230 4.93276787
3.14080715 4.19080162 4.93919659
3.14207792 4.18839598 4.93343353
3.14156842 4.18636084 4.93877935
3.14119434 4.18936491 4.93437099
3.14166403 4.18993425 4.93550539
3.14210749 4.18970299 4.93404150
3.14065194 4.18983984 4.93722582
3.14310193 4.19062948 4.93231821
3.14181399 4.18960333 4.93383980
3.14108372 4.18839121 4.93633127
3.14215469 4.19050884 4.93342257
3.14160919 4.18785286 4.93708658
3.14172244 4.18815279 4.93171835
3.14127398 4.18918228 4.93135977
3.14087558 4.18951941 4.93670082
3.14155364 4.18953037 4.93618870
3.14063549 4.18724871 4.93686724
3.14165711 4.18889999 4.93282223
3.14145350 4.18946314 4.93355036
3.14114475 4.18819284 4.93633270
3.14156508 4.18813848 4.93133926
3.14200711 4.18995523 4.93552971
3.14182234 4.18767118 4.92912960
3.14302516 4.18789911 4.93593121
3.14195323 4.18920183 4.93833780
3.14148450 4.19131613 4.93376493
3.14174795 4.18998814 4.93403053
3.14175010 4.18796015 4.93578577
3.14106917 4.18860149 4.93484974
3.14215755 4.18771935 4.93438864
3.14147830 4.18973351 4.93186235
3.14143610 4.18849039 4.93839693
3.14060831 4.18801928 4.93226385
3.14186549 4.18853283 4.93295670
3.14241648 4.18901587 4.93392801
3.14098001 4.18867779 4.93241930
3.14207530 4.19141436 4.93539524
3.14167690 4.18826103 4.93657923
3.14172435 4.18973827 4.93443823
3.14137888 4.18803358 4.93295527
3.14189529 4.18771696 4.93224955
3.14063072 4.19034576 4.93660641
3.14222956 4.19009542 4.93723202
3.14245558 4.19073200 4.93517780
3.14139509 4.19056225 4.93928480
3.14091325 4.19107199 4.93509102
3.14128971 4.18819904 4.93369770
3.14150524 4.18663359 4.93623018
3.14134765 4.18940496 4.93292141
3.14082670 4.18784332 4.93397141
3.14179397 4.19025898 4.93269444
3.14090967 4.18809605 4.93666553
3.14080882 4.18807936 4.93976784
3.14110351 4.18797827 4.93075180
3.14214969 4.19063997 4.93518400
3.14225006 4.19079447 4.93361902
3.14135909 4.18703032 4.93386412
3.14180279 4.18890572 4.93498564
3.14165473 4.19075918 4.93555355
3.14138961 4.18725348 4.93451214
3.14172649 4.19000483 4.93753576
3.14217448 4.18884897 4.93502235
3.14166045 4.18995428 4.93539667
3.14168835 4.18821859 4.93556976
3.14170718 4.18964720 4.93573904
3.14130163 4.18991756 4.93347979
3.14157915 4.18650818 4.93436956
3.14219689 4.18768311 4.93690538
3.14184475 4.18856144 4.93682718
3.14201832 4.18901300 4.93215990
3.14143848 4.18970060 4.93650723
3.14065409 4.18974495 4.93337774
3.14223671 4.18933582 4.93391657
3.14220834 4.18890572 4.93820000
3.14124513 4.19009686 4.93691540
3.14154148 4.18884325 4.93401623
3.14081240 4.18648005 4.93457937
3.14145207 4.18940544 4.93479824
3.14145470 4.19130230 4.93499041
3.14105844 4.18700647 4.93391037
3.14129949 4.18770075 4.93519497
3.14137363 4.18891382 4.93183184
3.14146709 4.18759918 4.93587685
3.14189649 4.18833923 4.93507338
3.14136672 4.18869209 4.93455362
3.14102888 4.19007778 4.93540955
3.14158869 4.18711901 4.93730545
3.14113450 4.18988943 4.93540001
3.14088869 4.18786335 4.93312645
3.14106131 4.18965530 4.93347216
3.14059639 4.19172144 4.93920946
3.14193082 4.18854856 4.93114567
3.14139962 4.18830633 4.93584967
3.14044952 4.18803358 4.93139839
3.14047837 4.18762255 4.93745899
3.14210629 4.18760633 4.93401909
3.14164090 4.19195223 4.93314075
3.14113712 4.18666649 4.93940306
3.14092231 4.18778658 4.93800640
3.14220691 4.18779612 4.93396330
3.14165401 4.18772650 4.93439198
3.14092445 4.18796396 4.93192339
3.14106965 4.19020414 4.93365622
3.14259315 4.18976784 4.93142891
3.14131927 4.18884468 4.93202543
3.14157486 4.19092894 4.93537426
3.14182234 4.18889904 4.93412018
3.14154029 4.18660498 4.93376780
3.14264560 4.19102812 4.93300819
3.14173722 4.18883753 4.93301105
3.14210749 4.18932867 4.93591356
3.14168429 4.18951750 4.93409586
3.14020085 4.18831205 4.93370390
3.14171028 4.18802023 4.93178892
3.14081836 4.18908548 4.93479347
3.14179516 4.18841600 4.93284655
3.14146447 4.18745041 4.93551826
3.14200473 4.18721104 4.93497133
3.14070630 4.18880939 4.92923212
3.14116359 4.19013691 4.93342733
3.14181995 4.19011116 4.93541622
3.14128447 4.18829441 4.93588638
3.14174962 4.18903208 4.93927193
3.14142203 4.19131756 4.93249130
3.14061832 4.18926811 4.93539858
3.14168954 4.18926859 4.93591690
3.14232326 4.19082880 4.93516779
3.14136291 4.19037294 4.93770552
3.14221168 4.19056940 4.93501139
3.14141488 4.18717861 4.93812466
3.14124131 4.18899107 4.93551207
3.14147568 4.18922472 4.93092632
3.14144754 4.18994141 4.93261766
3.14193320 4.18972301 4.93603849
3.14114404 4.18920708 4.93562412
3.14098191 4.19035101 4.94069290
3.14097309 4.18978548 4.93785906
3.14156437 4.19044733 4.93310881
3.14093590 4.19011688 4.93399525
3.14224911 4.18832159 4.93220663
3.14022732 4.18882179 4.93241453
3.14186525 4.18856144 4.93256807
3.14070749 4.18690538 4.93507051
3.14140558 4.18715429 4.93366718
3.14203286 4.18639374 4.93649578
3.14136171 4.18801689 4.93282890
3.14083314 4.18840504 4.93414545
3.14098001 4.18869257 4.93422222
3.14107680 4.18878555 4.93889618
3.14138389 4.18901300 4.93463850
3.14162588 4.19050312 4.92838383
3.14161849 4.18872166 4.93277264
3.14223719 4.19013023 4.93537140
3.14211631 4.18691111 4.93598700
3.14208651 4.18801737 4.93120337
3.14149117 4.19108391 4.93334246
3.14217710 4.18679857 4.93496466
3.14141154 4.19012070 4.93803215
3.14171720 4.18986559 4.93652010
3.14191198 4.18959141 4.93236303
3.14087796 4.19055128 4.93356657
3.14164114 4.18862820 4.93421936
3.14224672 4.18884897 4.93567181
3.14227200 4.18802547 4.93404484
3.14045429 4.18955040 4.93252325
3.14194322 4.18858004 4.93827343
3.14226484 4.18885517 4.93352652
3.14164233 4.18831444 4.93486261
3.14152360 4.18672228 4.93436337
3.14194322 4.18900394 4.93580484
3.14131069 4.18706942 4.93643379
3.14182210 4.18953609 4.93212175
3.14090204 4.18903923 4.93507528
3.14155078 4.18709183 4.93455505
3.14261246 4.19006968 4.93699360
3.14157438 4.19059849 4.93291855
3.14178276 4.19022655 4.93476009
3.14104676 4.18721533 4.93525600
3.14146280 4.18672323 4.93613100
3.14190412 4.18791056 4.93050385
3.14117670 4.19114161 4.92725277
3.14120269 4.18842793 4.93526697
3.14165926 4.18995428 4.93286562
3.14164877 4.18885517 4.93695021
3.14189315 4.19184065 4.93865299
3.14176440 4.18997383 4.93235683
3.14186192 4.18846798 4.93724966
3.14154911 4.18762732 4.93529749
3.14205289 4.18705273 4.93480492
3.14157844 4.18897438 4.93598413
3.14209247 4.18958712 4.93344021
3.14125967 4.18939018 4.93140173
3.14251709 4.18653917 4.93983984
3.14129114 4.18971443 4.93285751
3.14230871 4.18947268 4.93196011
3.14150715 4.18984890 4.93022394
3.14194512 4.19035816 4.93329620
3.14182115 4.18889618 4.93972492
3.14164233 4.18901777 4.93574095
3.14205670 4.18962002 4.93703985
3.14213109 4.18973684 4.93772793
3.14138913 4.18877125 4.93594551
3.14092350 4.18824244 4.93752956
3.14146638 4.18919277 4.93408298
3.14177728 4.18929434 4.93200016
3.14036083 4.18903589 4.93367195
3.14161611 4.18944740 4.93144655
3.14172792 4.19103527 4.93707371
3.14174676 4.18882561 4.93397284
3.14163637 4.18709278 4.93552160
3.14166117 4.18675137 4.93951035
3.14191008 4.18747902 4.93473768
3.14095712 4.18673897 4.93406582
3.14230680 4.18725920 4.93633747
3.14170194 4.18998957 4.93123531
3.14130569 4.18848944 4.93598890
3.14150071 4.18855524 4.93663692
3.14170122 4.18850899 4.93529749
3.14214206 4.18875027 4.93292809
3.14255595 4.18504715 4.93355179
3.14102411 4.18757343 4.93557262
3.14123249 4.18796539 4.93277121
3.14157629 4.18984079 4.93276501
3.14088082 4.18851280 4.93313599
3.14196849 4.18886948 4.93810558
3.14226842 4.18920565 4.93440151
3.14152122 4.18826866 4.92940331
3.14096642 4.18709993 4.93400145
3.14101648 4.19004393 4.93418217
3.14197516 4.18688631 4.93959045
