   3.3333333333333333E-002  -2.5629919416011379E-003  -2.5040505178074131E-003  -2.4215325244961983E-003
   6.6666666666666666E-002  -5.0807735942701247E-003  -4.9050181431315254E-003  -4.6589605108819376E-003
  0.10000000000000001       -7.5516465149811562E-003  -7.2023409797175152E-003  -6.7133132193298688E-003
  0.13333333333333333       -9.9739819844214990E-003  -9.3955926015490444E-003  -8.5858473906423576E-003
  0.16666666666666666       -1.2346219540083511E-002  -1.1484478695432123E-002  -1.0278041186482172E-002
  0.19999999999999998       -1.4666865634478188E-002  -1.3468833900061332E-002  -1.1791588387809328E-002
  0.23333333333333331       -1.6934492427365951E-002  -1.5348618831644486E-002  -1.3128392808359401E-002
  0.26666666666666666       -1.9147736718639979E-002  -1.7123917283604736E-002  -1.4290562879138727E-002
  0.29999999999999999       -2.1305299026309853E-002  -1.8794933585756617E-002  -1.5280406360039784E-002
  0.33333333333333331       -2.3405942811927889E-002  -2.0361990106645331E-002  -1.6100425135670296E-002
  0.36666666666666664       -2.5448493853785236E-002  -2.1825524881426254E-002  -1.6753310054219938E-002
  0.39999999999999997       -2.7431839766287314E-002  -2.3186089346721880E-002  -1.7241935770539996E-002
  0.43333333333333329       -2.9354929662105147E-002  -2.4444346163303099E-002  -1.7569355557469427E-002
  0.46666666666666662       -3.1216773951997314E-002  -2.5601067107177064E-002  -1.7738796052695842E-002
  0.49999999999999994       -3.3016444275612462E-002  -2.6657131009699485E-002  -1.7753651911988425E-002
  0.53333333333333333       -3.4753073555119952E-002  -2.7613521727640276E-002  -1.7617480343384114E-002
  0.56666666666666665       -3.6425856162182059E-002  -2.8471326124691235E-002  -1.7333995500758675E-002
  0.59999999999999998       -3.8034048187578960E-002  -2.9231732046687248E-002  -1.6907062719087769E-002
  0.63333333333333330       -3.9576967801733025E-002  -2.9896026273791333E-002  -1.6340692577526007E-002
  0.66666666666666663       -4.1053995693454165E-002  -3.0465592434042191E-002  -1.5639034780138859E-002
  0.69999999999999996       -4.2464575573447655E-002  -3.0941908863954315E-002  -1.4806371847656768E-002
  0.73333333333333328       -4.3808214728491238E-002  -3.1326546403269061E-002  -1.3847112616936550E-002
  0.76666666666666661       -4.5084484611702405E-002  -3.1621166112454219E-002  -1.2765785547874494E-002
  0.79999999999999993       -4.6293021453979469E-002  -3.1827516903115180E-002  -1.1567031840290971E-002
  0.83333333333333326       -4.7433526881512540E-002  -3.1947433073087811E-002  -1.0255598365779215E-002
  0.86666666666666659       -4.8505768524220866E-002  -3.1982831739609120E-002  -8.8363304216716957E-003
  0.89999999999999991       -4.9509580600079879E-002  -3.1935710165584642E-002  -7.3141643161253600E-003
  0.93333333333333324       -5.0444864460552040E-002  -3.1808142975570386E-002  -5.6941197948683709E-003
  0.96666666666666656       -5.1311589082724499E-002  -3.1602279259644241E-002  -3.9812923214003872E-003
  0.99999999999999989       -5.2109791494280452E-002  -3.1320339564838609E-002  -2.1808452234156734E-003
   1.0333333333333332       -5.2839577118081217E-002  -3.0964612775228873E-002  -2.9800171894944202E-004
   1.0666666666666667       -5.3501120023906487E-002  -3.0537452883106508E-002   1.6619631637372735E-003
   1.1000000000000001       -5.4094663075780924E-002  -3.0041275654901289E-002   3.6937307581869157E-003
   1.1333333333333335       -5.4620517964296601E-002  -2.9478555196644100E-002   5.7919470091566819E-003
   1.1666666666666670       -5.5079065114412663E-002  -2.8851820424773904E-002   7.9512307848051914E-003
   1.2000000000000004       -5.5470753460362468E-002  -2.8163651448984434E-002   1.0166182237046982E-002
   1.2333333333333338       -5.5796100080513819E-002  -2.7416675874575087E-002   1.2431391195503846E-002
   1.2666666666666673       -5.6055689686294409E-002  -2.6613565032416193E-002   1.4741445580521935E-002
   1.3000000000000007       -5.6250173960600718E-002  -2.5757030145161123E-002   1.7090939820735583E-002
   1.3333333333333341       -5.6380270742438190E-002  -2.4849818438740973E-002   1.9474483260614926E-002
   1.3666666666666676       -5.6446763055881304E-002  -2.3894709208464343E-002   2.1886708543311442E-002
   1.4000000000000010       -5.6450497982778472E-002  -2.2894509849222453E-002   2.4322279953894497E-002
