.50000000000000000        5.7693816931927806        1.5560250460305065        2.1066783235811370        1.4953176671794182        1.3930924069170949        42.924442381871593     
.20000000000000001        1.4753862834846090       0.88082745380576877       0.29727941483942066        2.9645512679124852E-002   2.9781890785773868E-002   5.5152777314000616     
.10000000000000001       0.64324067537291008       0.49727872384065552        7.2980975766127276E-002   1.7851705916376304E-003   1.8137228867232125E-003   1.3362264182769010     
5.0000000000000003E-002  0.30097486969480203       0.26465018742501645        1.8162341134892568E-002   1.1053707551900160E-004   1.1262443366000241E-004  0.33144630860592628     
1.0000000000000000E-002   5.7140167454782009E-002   5.5689297251161562E-002   7.2543510181022341E-004   1.7633168480912786E-007   1.7982217137557654E-007   1.3224613322421419E-002
5.0000000000000001E-003   2.8386409815460478E-002   2.8023708794090663E-002   1.8135051068490782E-004   1.1019690049351993E-008   1.1219261963901772E-008   3.3058936434997577E-003
1.0000000000000000E-003   5.6481181412313397E-003   5.6336103118739267E-003   7.2539146787065079E-006   1.7590817691370830E-011   3.6258640534470032E-010   1.3222165163284672E-004
5.0000000000000001E-004   2.8222432842270884E-003   2.8186163287382549E-003   1.8134777444167582E-006   1.2336798249634739E-012   1.2507648250448256E-009   3.4077936255982877E-005
1.0000000000000000E-004   5.6415835340972720E-004   5.6401327492983100E-004   7.2539239948099521E-008   3.2018832030189515E-013   3.6192382424360403E-009   1.0980696773543741E-004
5.0000000000000002E-005   2.8206104123329467E-004   2.8202477016092686E-004   1.8135536183905288E-008   9.6811447747313650E-013   3.3225186157892495E-008   4.9838502635424220E-004
1.0000000000000001E-005   5.6409288394121404E-005   5.6407867223384756E-005   7.1058536832424579E-010   2.0311308190912314E-011   1.5164897604336147E-007  0.33034807631192820     
9.9999999999999995E-007   5.6409544133551037E-006   5.6410209405832745E-006   3.3263614085399240E-011   5.1767479192221799E-011   5.1825572713504187E-004   67.498841066133934     
9.9999999999999995E-008   5.6301634332456274E-007   5.6497024969459630E-007   9.7695318501678230E-010   1.1619900597281685E-009   1.8502200587313666E-003   110978.77900111930     
1.0000000000000000E-008   7.2297766440243549E-008   6.0928996514775235E-008   5.6843849627341569E-009   7.5347563743832779E-009   3.5212575114184297        111022345.98597704     
